chú	100 384 155 407
Uống:	155 384 210 407
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
2)	59 409 175 435
PARACETAMOL	175 409 290 435
500MG	290 409 406 435
500mg	406 409 522 435
SL:	782 410 831 430
20	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 96 456
chú	96 432 147 456
Uống	147 432 198 456
Chiều	675 435 715 452
2	715 435 756 452
Viên	756 435 797 452
Sáng	380 437 418 456
2	418 437 456 456
Viên	456 437 494 456
3)	59 456 159 484
HOẠT	159 456 259 484
HUYẾT	259 456 359 484
DƯỠNG	359 456 459 484
NÃO	459 456 559 484
150mg+20mg	559 456 659 484
SL:	782 458 831 479
20	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Chiều	675 484 714 500
2	714 484 753 500
Viên	753 484 793 500
Sáng	380 485 418 504
2	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
16/07/2018	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
YS.	614 684 667 707
Đào	667 684 719 707
Minh	719 684 772 707
Dũng	772 684 825 707
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
09/05/2021	771 774 865 789
09:08:13	865 774 960 789

1/1	76 26 148 54
BÌNH	201 54 264 71
NGHĨA	264 54 327 71
Số	489 85 560 114
phiếu	560 85 631 114
2142/2020	631 85 702 114
4691117	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 210
206	573 193 615 210
28984	669 193 736 210
3	327 194 344 209
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 254 76 275
đoán:	76 254 115 275
L20	115 254 155 275
-	155 254 194 275
Viêm	194 254 234 275
da	234 254 273 275
cơ	273 254 313 275
địa	313 254 352 275
dị	352 254 392 275
ứng;	392 254 431 275
(J02)	431 254 471 275
Viêm	471 254 510 275
họng	510 254 550 275
cấp	550 254 589 275
1)	60 360 165 385
AMOXICILIN	165 360 271 385
500MG	271 360 376 385
500mg	376 360 481 385
SL:	782 361 830 382
20	830 361 877 382
viên	877 361 925 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Tối	822 386 853 404
2	853 386 885 404
viên	885 386 917 404
Sáng	380 388 415 407
2	415 388 451 407
viên	451 388 486 407
2)	59 409 184 435
CLORPHENIRAMIN	184 409 309 435
4mg	309 409 434 435
SL:	782 410 831 430
10	831 410 880 430
Viên	880 410 928 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Tối	822 435 855 452
1	855 435 888 452
Viên	888 435 921 452
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
3)	57 457 140 484
MENISON	140 457 223 484
4mg	223 457 306 484
SL:	782 458 827 479
5	827 458 872 479
Viên	872 458 917 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Sáng	380 485 418 504
1	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
27/05/2020	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
BS.	626 688 718 704
0300000000038	718 688 810 704
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
20/05/2021	771 774 864 789
11:05:11	864 774 957 789

Khoa	32 63 84 81
Khám	84 63 136 81
bệnh	136 63 188 81
Bốc	31 91 82 115
khám	82 91 133 115
Ngoại	133 91 185 115
Số	481 94 556 120
phiếu	556 94 631 120
42244/2021	631 94 706 120
4806357	813 103 891 118
TOA	336 121 443 151
THUỐC	443 121 550 151
BHYT	550 121 657 151
Nữ	888 157 919 173
Nam	806 159 849 171
69105	662 201 726 218
35	388 203 417 218
35	473 203 501 218
205	565 203 604 218
4	323 204 339 216
MMHg	586 224 646 245
Thân	646 224 706 245
nhiệt:	706 224 766 245
36.3	766 224 826 245
lần/phút	214 225 274 243
Huyết	274 225 334 243
áp:	334 225 394 243
Mạch:	32 227 85 243
85	85 227 138 243
120	434 229 534 241
Cận	32 245 84 265
lâm	84 245 136 265
sàng:	136 245 188 265
Chụp	188 245 240 265
Xquang	240 245 293 265
xương	293 245 345 265
cánh	345 245 397 265
tay	397 245 449 265
thẳng	449 245 501 265
nghiêng	501 245 553 265
Chẩn	32 263 77 283
đoán:	77 263 122 283
S42.3	122 263 167 283
-	167 263 213 283
Gãy	213 263 258 283
thân	258 263 303 283
xương	303 263 348 283
cánh	348 263 393 283
tay;	393 263 439 283
(LO3)	439 263 484 283
Viêm	484 263 529 283
mô	529 263 574 283
bào	574 263 620 283
1)	55 368 159 395
HAPENXIN	159 368 262 395
CAPSULES	262 368 366 395
0,5g	366 368 469 395
SL:	771 370 820 390
20	820 370 868 390
Viên	868 370 917 390
Ghi	42 393 96 413
chú	96 393 150 413
uống	150 393 204 413
Chiều	666 395 706 412
2	706 395 746 412
Viên	746 395 786 412
Sáng	373 396 411 415
2	411 396 448 415
Viên	448 396 486 415
2)	55 418 148 443
PARTAMOL	148 418 241 443
TAB.	241 418 334 443
500mg	334 418 427 443
SL:	771 420 820 440
20	820 420 868 440
Viên	868 420 917 440
Ghi	42 440 96 464
chú	96 440 150 464
Uống:	150 440 204 464
Chiều	666 443 706 460
2	706 443 745 460
Viên	745 443 784 460
Sáng	373 443 410 465
2	410 443 447 465
Viên	447 443 485 465
Cộng	39 471 92 490
khoản:	92 471 145 490
2	145 471 198 490
khoản	198 471 251 490
Lời	39 493 81 510
dặn	81 493 124 510
đơn	124 493 166 510
thuốc:	166 493 209 510
Ngày	39 520 82 537
hẹn	82 520 126 537
tái	126 520 169 537
khám:	169 520 213 537
Ngày	627 553 715 570
30/08/2021	715 553 803 570
Bệnh	80 570 123 585
nhân	123 570 166 585
ký	166 570 210 585
nhận	210 570 253 585
Y,	640 575 671 595
Bác	671 575 701 595
sĩ	701 575 732 595
điều	732 575 762 595
trị	762 575 793 595
BSCKI.	593 646 650 663
Lưu	650 646 707 663
Minh	707 646 765 663
Tân	765 646 822 663
Tái	38 696 83 718
khám	83 696 128 718
xin	128 696 173 718
mang	173 696 219 718
theo	219 696 264 718
đơn,	264 696 309 718
xét	309 696 354 718
nghiệm,	354 696 400 718
phim	400 696 445 718
(nếu	445 696 490 718
có)	490 696 535 718
05/01/2022	762 735 854 751
22:54:02	854 735 946 751

TYT	36 52 84 71
XÃ	84 52 131 71
CHÍNH	131 52 178 71
LÝ	178 52 226 71
Số	489 85 560 114
phiếu	560 85 631 114
1528/2021	631 85 702 114
5091837	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
208	573 193 615 210
22617	669 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 253 73 274
đoán:	73 253 110 274
K29	110 253 147 274
-	147 253 184 274
Viêm	184 253 221 274
dạ	221 253 257 274
dày	257 253 294 274
và	294 253 331 274
tá	331 253 368 274
tràng	368 253 405 274
1)	60 360 146 385
FABAMOX	146 360 231 385
500	231 360 317 385
500mg	317 360 402 385
SL:	782 361 831 382
20	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Chiều	676 386 715 404
2	715 386 755 404
Viên	755 386 794 404
Sáng	380 388 418 407
2	418 388 456 407
Viên	456 388 494 407
2)	57 409 152 435
PRAZOPRO	152 409 247 435
40mg	247 409 342 435
SL:	782 410 827 430
5	827 410 872 430
Viên	872 410 917 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Sáng	380 437 418 456
1	418 437 456 456
Viên	456 437 494 456
3)	59 457 150 484
DROMASM	150 457 240 484
FORT	240 457 331 484
80mg	331 457 422 484
SL:	782 458 831 479
10	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Chiều	675 484 714 500
1	714 484 753 500
Viên	753 484 793 500
Sáng	380 485 418 504
1	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
10/05/2021	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
YS.	593 684 656 705
NGUYỄN	656 684 719 705
THỊ	719 684 782 705
THẾ	782 684 846 705
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
03/06/2021	771 775 865 789
07:48:27	865 775 960 789

TRẠM	32 60 69 79
Y	69 60 106 79
TẾ	106 60 144 79
XÃ	144 60 181 79
BỒ	181 60 219 79
ĐỀ	219 60 256 79
Số	481 94 551 120
phiếu	551 94 620 120
1637/2021	620 94 690 120
4641235	813 103 893 118
TOA	336 121 443 151
THUỐC	443 121 550 151
BHYT	550 121 657 151
Nam	804 157 849 171
Nữ	888 157 919 173
37903	662 201 726 218
35	388 203 417 218
35	473 203 501 218
206	565 203 604 218
4	323 204 339 216
mmHg	586 225 647 245
Thân	647 225 709 245
nhiệt:	709 225 771 245
lần/phút	217 226 276 243
Huyết	276 226 335 243
áp:	335 226 394 243
Mạch:	32 228 91 243
Cận	32 246 74 263
lâm	74 246 117 263
sàng:	117 246 160 263
Chấn	32 261 72 282
đoán:	72 261 112 282
S93	112 261 152 282
-	152 261 192 282
Sai	192 261 232 282
khớp,	232 261 272 282
bong	272 261 312 282
gân,	312 261 352 282
căng	352 261 392 282
cơ	392 261 432 282
khớp	432 261 472 282
và	472 261 512 282
dây	512 261 552 282
chẳng	552 261 592 282
tại	592 261 632 282
tầm	632 261 672 282
cẳng	672 261 712 282
chân	712 261 752 282
và	752 261 792 282
bàn	792 261 832 282
chân	832 261 872 282
1)	55 368 159 395
HAPENXIN	159 368 262 395
CAPSULES	262 368 366 395
0,5g	366 368 469 395
SL:	771 370 820 390
20	820 370 868 390
Viên	868 370 917 390
Ghi	42 393 96 413
chú	96 393 150 413
uống	150 393 204 413
Chiều	666 395 706 412
2	706 395 746 412
Viên	746 395 786 412
Sáng	373 396 411 415
2	411 396 448 415
Viên	448 396 486 415
2)	55 418 148 443
PARTAMOL	148 418 241 443
TAB.	241 418 334 443
500mg	334 418 427 443
SL:	771 420 820 440
20	820 420 868 440
Viên	868 420 917 440
Ghi	42 440 96 464
chú	96 440 150 464
Uống:	150 440 204 464
Chiều	666 443 706 460
2	706 443 745 460
Viên	745 443 784 460
Sáng	373 443 410 465
2	410 443 447 465
Viên	447 443 485 465
Cộng	39 471 92 490
khoản:	92 471 145 490
2	145 471 198 490
khoản	198 471 251 490
Lời	39 493 81 510
dặn	81 493 124 510
đơn	124 493 166 510
thuốc:	166 493 209 510
Ngày	39 520 82 537
hẹn	82 520 126 537
tái	126 520 169 537
khám:	169 520 213 537
Ngày	627 553 715 570
13/09/2021	715 553 803 570
Bệnh	80 570 123 585
nhân	123 570 166 585
ký	166 570 210 585
nhận	210 570 253 585
Y,	640 575 671 595
Bác	671 575 701 595
sĩ	701 575 732 595
điều	732 575 762 595
trị	762 575 793 595
BS.	614 646 660 663
Chu	660 646 706 663
Văn	706 646 753 663
Nam	753 646 799 663
Tái	38 696 83 718
khám	83 696 128 718
xin	128 696 173 718
mang	173 696 219 718
theo	219 696 264 718
đơn,	264 696 309 718
xét	309 696 354 718
nghiệm,	354 696 400 718
phim	400 696 445 718
(nếu	445 696 490 718
có)	490 696 535 718
04/01/2022	762 735 853 751
22:48:01	853 735 945 751

TRẠM	33 52 81 66
Y	81 52 129 66
TẾ	129 52 177 66
XÃ	177 52 225 66
BÌNH	225 52 274 66
NGHĨA	274 52 322 66
Số	483 78 551 97
phiếu	551 78 620 97
3125/2021	620 78 689 97
4666971	811 82 892 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 849 137
Nữ	892 126 922 137
209	563 157 607 171
20116	659 157 728 171
35	477 160 503 171
Lần/phút	220 177 280 190
Huyết	280 177 340 190
áp:	340 177 400 190
Mạch:	36 179 97 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 192 77 206
lâm	77 192 119 206
sàng:	119 192 161 206
Chẩn	33 204 75 219
đoán:	75 204 116 219
J02	116 204 158 219
-	158 204 200 219
Viêm	200 204 241 219
họng	241 204 283 219
cấp	283 204 324 219
1)	59 282 162 302
HAPENXIN	162 282 264 302
CAPSULES	264 282 367 302
0,5g	367 282 470 302
SL:	771 283 819 300
20	819 283 867 300
Viên	867 283 915 300
Ghi	44 301 98 320
chú	98 301 153 320
Uống:	153 301 207 320
Tối	811 304 844 318
2	844 304 876 318
Viên	876 304 909 318
Sáng	374 305 411 318
2	411 305 449 318
Viên	449 305 487 318
2)	57 319 150 340
PARTAMOL	150 319 244 340
TAB.	244 319 337 340
500mg	337 319 431 340
SL:	771 321 819 337
10	819 321 867 337
Viên	867 321 915 337
Sáng	374 341 411 355
1	411 341 449 355
Viên	449 341 487 355
Tối	814 341 845 354
1	845 341 876 354
Viên	876 341 907 354
Ghi	48 342 97 356
chú	97 342 146 356
Uống	146 342 196 356
Cộng	41 359 94 376
khoản:	94 359 148 376
2	148 359 201 376
khoản	201 359 254 376
Lời	42 377 84 391
dặn	84 377 125 391
đơn	125 377 167 391
thuốc:	167 377 209 391
Ngày	42 396 85 410
hẹn	85 396 128 410
tái	128 396 171 410
khám:	171 396 214 410
Ngày	629 423 718 435
23/08/2021	718 423 806 435
Bệnh	83 433 125 447
nhân	125 433 168 447
ký	168 433 211 447
nhận	211 433 254 447
Y,	645 441 675 454
Bác	675 441 705 454
sĩ	705 441 735 454
điều	735 441 764 454
trị	764 441 794 454
BS.	615 491 661 507
Trần	661 491 706 507
Thị	706 491 751 507
Tính	751 491 797 507
Tái	42 530 87 546
khám	87 530 131 546
xin	131 530 175 546
mang	175 530 219 546
theo	219 530 263 546
đơn,	263 530 307 546
xét	307 530 351 546
nghiệm,	351 530 396 546
phim	396 530 440 546
(nếu	440 530 484 546
có)	484 530 528 546
23/12/2021	759 559 854 573
23:34:50	854 559 949 573

TRẠM	32 60 72 80
Y	72 60 112 80
TẾ	112 60 152 80
XÃ	152 60 192 80
AN	192 60 232 80
LÃO	232 60 272 80
Số	481 94 551 120
phiếu	551 94 620 120
2484/2021	620 94 690 120
5093167	813 103 891 118
TOA	336 121 443 151
THUỐC	443 121 550 151
BHYT	550 121 657 151
Nam	804 157 849 171
Nữ	888 157 919 173
16957	662 201 726 218
3	321 203 339 218
35	388 203 417 218
35	473 203 501 218
206	565 203 604 218
mmHg	586 225 647 245
Thân	647 225 709 245
nhiệt:	709 225 771 245
Lần/phút	214 226 274 243
Huyết	274 226 334 243
áp:	334 226 394 243
Mạch:	32 228 91 243
Cận	31 245 73 265
lâm	73 245 116 265
sàng:	116 245 159 265
Chẩn	32 263 73 282
đoán:	73 263 113 282
J02	113 263 154 282
-	154 263 195 282
Viêm	195 263 236 282
họng	236 263 277 282
cấp	277 263 318 282
1)	55 368 159 395
HAPENXIN	159 368 262 395
CAPSULES	262 368 366 395
0,5g	366 368 469 395
SL:	771 370 820 390
20	820 370 868 390
Viên	868 370 917 390
Ghi	42 393 96 413
chú	96 393 150 413
uống	150 393 204 413
Chiều	666 395 706 412
2	706 395 746 412
Viên	746 395 786 412
Sáng	373 396 411 415
2	411 396 448 415
Viên	448 396 486 415
2)	55 418 148 443
PARTAMOL	148 418 241 443
TAB.	241 418 334 443
500mg	334 418 427 443
SL:	771 420 820 440
10	820 420 868 440
Viên	868 420 917 440
Ghi	42 440 96 464
chú	96 440 150 464
Uống:	150 440 204 464
Chiều	666 443 706 460
1	706 443 745 460
Viên	745 443 784 460
Sáng	373 443 410 465
1	410 443 447 465
Viên	447 443 485 465
Cộng	39 471 92 490
khoản:	92 471 145 490
2	145 471 198 490
khoản	198 471 251 490
Lời	39 493 81 510
dặn	81 493 124 510
đơn	124 493 166 510
thuốc:	166 493 209 510
Ngày	39 520 82 537
hẹn	82 520 126 537
tái	126 520 169 537
khám:	169 520 213 537
Ngày	627 553 715 570
16/12/2021	715 553 803 570
Bệnh	80 570 123 585
nhân	123 570 166 585
ký	166 570 210 585
nhận	210 570 253 585
Y,	640 575 671 595
Bác	671 575 701 595
sĩ	701 575 732 595
điều	732 575 762 595
trị	762 575 793 595
Tái	38 696 83 718
khám	83 696 128 718
xin	128 696 173 718
mang	173 696 219 718
theo	219 696 264 718
đơn,	264 696 309 718
xét	309 696 354 718
nghiệm,	354 696 400 718
phim	400 696 445 718
(nếu	445 696 490 718
có)	490 696 535 718
04/01/2022	762 735 854 751
23:22:04	854 735 946 751

TYT	33 52 76 66
XÃ	76 52 119 66
VĂN	119 52 162 66
LÝ	162 52 205 66
Số	483 78 551 97
phiếu	551 78 620 97
2943/2021	620 78 689 97
4779241	811 83 892 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 844 137
x	844 126 881 137
nữ	881 126 919 137
206	563 157 607 171
67928	662 157 728 171
35	475 160 503 171
Lần/phút	220 177 280 190
Huyết	280 177 340 190
áp:	340 177 400 190
Mạch:	36 179 94 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 192 77 206
lâm	77 192 119 206
sàng:	119 192 161 206
Chẩn	33 204 75 219
đoán:	75 204 116 219
J02	116 204 158 219
-	158 204 200 219
Viêm	200 204 241 219
họng	241 204 283 219
cấp	283 204 324 219
1)	59 282 162 302
HAPENXIN	162 282 264 302
CAPSULES	264 282 367 302
0,5g	367 282 470 302
SL:	771 283 819 300
10	819 283 867 300
Viên	867 283 915 300
Ghi	44 301 98 320
chú	98 301 153 320
Uống:	153 301 207 320
Tối	811 302 844 318
1	844 302 876 318
Viên	876 302 909 318
Sáng	372 303 411 321
1	411 303 450 321
Viên	450 303 489 321
2)	57 319 150 340
PARTAMOL	150 319 244 340
TAB.	244 319 337 340
500mg	337 319 431 340
SL:	771 321 819 337
10	819 321 867 337
Viên	867 321 915 337
Sáng	374 341 411 355
1	411 341 449 355
Viên	449 341 487 355
Tối	814 341 845 354
1	845 341 876 354
Viên	876 341 907 354
Ghi	48 342 97 356
chú	97 342 146 356
Uống	146 342 196 356
Cộng	41 359 94 376
khoản:	94 359 148 376
2	148 359 201 376
khoản	201 359 254 376
Lời	42 377 84 391
dặn	84 377 125 391
đơn	125 377 167 391
thuốc:	167 377 209 391
Ngày	42 396 85 410
hẹn	85 396 128 410
tái	128 396 171 410
khám:	171 396 214 410
Ngày	629 423 718 435
15/09/2021	718 423 806 435
Bệnh	83 433 125 447
nhân	125 433 168 447
ký	168 433 211 447
nhận	211 433 254 447
Y,	645 441 675 454
Bác	675 441 705 454
sĩ	705 441 735 454
điều	735 441 764 454
trị	764 441 794 454
YS.	584 490 646 509
Nguyễn	646 490 709 509
Hồng	709 490 771 509
Phong	771 490 833 509
Tái	42 530 87 546
khám	87 530 131 546
xin	131 530 175 546
mang	175 530 219 546
theo	219 530 263 546
đơn,	263 530 307 546
xét	307 530 351 546
nghiệm,	351 530 396 546
phim	396 530 440 546
(nếu	440 530 484 546
có)	484 530 528 546
26/12/2021	759 559 854 573
23:15:52	854 559 949 573

1/1	76 26 148 54
PK	34 83 67 105
Số	67 83 100 105
2	100 83 132 105
[Nội]	132 83 165 105
Số	489 85 564 114
phiếu	564 85 639 114
17802/2021	639 85 714 114
4954700	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
207	573 193 613 210
96946	669 193 738 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 90 257
lâm	90 237 144 257
sảng:	144 237 198 257
Định	198 237 252 257
lượng	252 237 306 257
Cholesterol	306 237 360 257
toàn	360 237 414 257
phần	414 237 468 257
(máu),	468 237 522 257
Định	522 237 576 257
lượng	576 237 630 257
Glucose	630 237 684 257
(Máu),	684 237 738 257
Định	738 237 792 257
lượng	792 237 846 257
HDL-Châu	846 237 900 257
Trong	900 237 953 257
(High	34 257 105 274
density	105 257 176 274
lipoprotein	176 257 247 274
Cholesterol)	247 257 318 274
(Máu),	318 257 389 274
Định	389 257 460 274
lượng	460 257 531 274
Triglycerid	531 257 602 274
(máu)	602 257 673 274
(Máu);	673 257 744 274
Chụp	744 257 815 274
